Product,Entity,Operation,Campaign ID,Ad Group ID,Portfolio ID,Ad ID,Keyword ID,Product Targeting ID,Campaign Name,Ad Group Name,Campaign Name (Informational only),Ad Group Name (Informational only),Portfolio Name (Informational only),Start Date,End Date,Targeting Type,State,Campaign State (Informational only),Ad Group State (Informational only),Daily Budget,SKU,ASIN (Informational only),Eligibility Status (Informational only),Reason for Ineligibility (Informational only),Ad Group Default Bid,Ad Group Default Bid (Informational only),Bid,Keyword Text,Native Language Keyword,Native Language Locale,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Resolved Product Targeting Expression (Informational only),Impressions,Clicks,Click-through Rate,Spend,Sales,Orders,Units,Conversion Rate,ACOS,CPC,ROAS,status
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,484364882083977,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,383641805260491,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,336072575231158,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,488920692997816,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,404404053359944,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,560405353097110,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,294260866431779,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,367326647868806,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,556177980737828,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,528646325751865,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,344418005759070,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,381144097592983,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,430818245249736,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,504416769041680,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,339896291171359,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,360576045057796,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,386594507725076,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,347575166772202,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,303736793014205,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,463630963268438,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,500212440250681,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,461849255935033,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b002y6dnck,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,335671317847410,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,457559261199352,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,338677533270006,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,513481031118835,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,297951639459716,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,371085930007476,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,329795250999942,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,534536795570813,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,281663227937724,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,547694409685302,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,398871157029506,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,302686396874356,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,369590871708611,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,555821010711187,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,341363691242118,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,b00555sr9q,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,482004350219740,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,foggers,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,526094326617192,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,alpine cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,532609109996525,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,519059062711455,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,354397824721558,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,487314137003344,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant bait gel,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,527739979870329,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,advion cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,283120168330031,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,airplane cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,425024409656483,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,airplane cockroach gel bait,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,529338887088090,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,452789609948724,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,320538395651147,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,529487282539375,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,all purpose soil potting mix,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,291969145537570,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,armadillo repellent granules,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,328254525243740,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,394667784798790,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,512303203616827,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,513865558147979,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,517598505981654,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,330484079841053,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,416655505615871,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,400787504135542,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,292690935862025,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,378434372577685,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,406255139806567,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,519494415935295,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,501796935811010,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,431627671561705,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,330777241348085,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant bait gel,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,518737401770436,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant bait traps indoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,310711248620727,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,552767774775778,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,469071694010944,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,428247952293090,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,408910166941724,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,319090358500771,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,335958025043528,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,467375229644462,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,333824442747347,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
Sponsored Products,Campaign Negative Keyword,,463800164793406,,,,551570189924504,,,,RG_B0CFDD6BQW_SP_broad_roach bait gel_Ultimatum Roach,,Ultimatum Roach - Jungle Click,,,,enabled,enabled,,,,,,,,,,ant killer outdoor,,,Negative Exact,,,,,,0,0,0.00%,0.00,0.00,0,0,0.00%,0.00%,0.00,0.00,
